Level,servedirection1wide.2t,serverdisttonetxatROS,shottoshottimeservetoROS,servefromlatROS,servermaxvelfromservetoROS,serverdistancefromservetoROS,SHOT_OUTCOME,@1deuce2adv,AUSTRALIANAJESUS,SAQUESERROROLET,GANAELPUNTO,RALLY,MATCH,SET,filter_$,tacticanivel,Juegos
Alto,Lateral,3.763,1.52,4.1188,2.8351,3.2672,1.0,Ventaja,Estandar,0.0,Restan,16.0,9.0,1.0,Selected,normal alto,2.0
Alto,Lateral,3.7802,1.6,4.0915,2.751,3.2357,1.0,Ventaja,Estandar,0.0,Restan,21.0,9.0,1.0,Selected,normal alto,3.0
Alto,Lateral,4.9267,1.32,3.5466,2.3338,2.5215,1.0,Ventaja,Estandar,0.0,Restan,46.0,9.0,1.0,Selected,normal alto,6.0
Alto,Lateral,4.2309,1.24,4.1537,2.6295,2.7583,1.0,Ventaja,Estandar,0.0,Restan,9.0,9.0,2.0,Selected,normal alto,2.0
Alto,Lateral,5.2794,1.28,3.6903,1.6449,1.6922,1.0,Ventaja,Estandar,0.0,Restan,14.0,9.0,2.0,Selected,normal alto,2.0
Alto,Lateral,4.8916,1.36,3.6532,2.3286,2.5482,1.0,Ventaja,Estandar,0.0,Restan,37.0,9.0,2.0,Selected,normal alto,5.0
Alto,Lateral,4.3664,1.2,3.8049,2.4862,2.5752,1.0,Ventaja,Estandar,0.0,Restan,44.0,9.0,2.0,Selected,normal alto,6.0
Alto,Lateral,4.3187,1.32,3.9338,2.4758,2.6799,1.0,Ventaja,Estandar,0.0,Restan,46.0,9.0,2.0,Selected,normal alto,6.0
Alto,Lateral,5.615600000000001,0.96,3.4122,2.2378,1.7144,1.0,Ventaja,Estandar,0.0,Restan,73.0,9.0,2.0,Selected,normal alto,10.0
Alto,Lateral,4.755800000000001,1.32,3.5254,2.5972,2.6445,1.0,Ventaja,Estandar,0.0,Restan,75.0,9.0,2.0,Selected,normal alto,10.0
Alto,Lateral,5.2498,1.12,3.6211,2.1296,1.9565,1.0,Ventaja,Estandar,0.0,Restan,37.0,2.0,3.0,Selected,normal alto,5.0
Alto,Lateral,5.7468,1.04,4.219,2.5155,1.7885,1.0,Ventaja,Estandar,0.0,Restan,54.0,2.0,3.0,Selected,normal alto,7.0
Alto,Lateral,4.8878,1.08,4.0257,2.8388,2.4828,1.0,Ventaja,Estandar,0.0,Restan,3.0,4.0,2.0,Selected,normal alto,1.0
Alto,Lateral,4.8163,1.08,2.5904,2.8505,2.326,1.0,Ventaja,Estandar,0.0,Restan,34.0,4.0,2.0,Selected,normal alto,5.0
Alto,Lateral,4.3502,1.2,3.9821,3.6218,3.199,1.0,Ventaja,Estandar,0.0,Restan,78.0,4.0,2.0,Selected,normal alto,10.0
Alto,Lateral,5.176500000000001,1.32,3.3617,2.6399,2.5696,1.0,Ventaja,Estandar,0.0,Restan,99.0,4.0,2.0,Selected,normal alto,13.0
Alto,Lateral,4.511900000000001,1.28,3.9503,3.1814,3.1995,1.0,Ventaja,Estandar,0.0,Restan,110.0,4.0,2.0,Selected,normal alto,14.0
Alto,Lateral,4.590299999999999,1.12,3.1199,2.6836,2.4759,1.0,Ventaja,Estandar,0.0,Restan,5.0,5.0,2.0,Selected,normal alto,1.0
Alto,Lateral,5.074299999999999,1.08,3.4879,2.383,2.0166,1.0,Ventaja,Estandar,0.0,Restan,9.0,5.0,2.0,Selected,normal alto,2.0
Alto,Lateral,5.0649999999999995,1.32,3.463,2.4369,2.4407,1.0,Ventaja,Estandar,0.0,Restan,15.0,5.0,2.0,Selected,normal alto,2.0
Alto,Lateral,5.1921,1.28,3.5471,2.5567,2.4154,1.0,Ventaja,Estandar,0.0,Restan,20.0,5.0,2.0,Selected,normal alto,3.0
Alto,Lateral,4.8234,1.2,1.8476,2.4192,2.4211,1.0,Ventaja,Estandar,0.0,Restan,27.0,5.0,2.0,Selected,normal alto,4.0
Alto,Lateral,5.0702,1.24,3.1225,2.6293,2.3576,1.0,Ventaja,Estandar,0.0,Restan,46.0,5.0,2.0,Selected,normal alto,6.0
Alto,Lateral,5.1876999999999995,1.2,2.59,2.5387,2.3638,1.0,Ventaja,Estandar,0.0,Restan,49.0,5.0,2.0,Selected,normal alto,7.0
Alto,Lateral,5.7635000000000005,1.0,2.6828,2.2653,1.6109,1.0,Ventaja,Estandar,0.0,Restan,51.0,5.0,2.0,Selected,normal alto,7.0
Alto,Lateral,4.783899999999999,1.2,1.3814,3.1093,2.7861,1.0,Ventaja,Estandar,0.0,Restan,2.0,6.0,2.0,Selected,normal alto,1.0
Alto,Lateral,5.6754999999999995,1.0,3.352,2.5803,1.8319,1.0,Ventaja,Estandar,0.0,Restan,4.0,6.0,2.0,Selected,normal alto,1.0
Alto,Lateral,6.129999999999999,0.92,3.3494,2.6255,1.7177,1.0,Ventaja,Estandar,0.0,Restan,11.0,6.0,2.0,Selected,normal alto,2.0
Alto,Lateral,5.254099999999999,1.28,2.9561,2.7648,2.521,1.0,Ventaja,Estandar,0.0,Restan,16.0,6.0,2.0,Selected,normal alto,2.0
Alto,Lateral,4.853999999999999,1.36,3.1786,3.0356,2.9995,1.0,Ventaja,Estandar,0.0,Restan,21.0,6.0,2.0,Selected,normal alto,3.0
Alto,Lateral,6.087700000000002,0.96,3.3455,2.6378,1.8419,1.0,Ventaja,Estandar,0.0,Restan,39.0,6.0,2.0,Selected,normal alto,5.0
Alto,Lateral,5.7637,1.2,3.0851,2.7356,2.3519,1.0,Ventaja,Estandar,0.0,Restan,45.0,6.0,2.0,Selected,normal alto,6.0
Alto,Lateral,5.2463,1.28,2.8264,2.8324,2.6994,1.0,Ventaja,Estandar,0.0,Restan,47.0,6.0,2.0,Selected,normal alto,6.0
Alto,Lateral,5.5382,1.16,3.223,2.6283,2.2186,1.0,Ventaja,Estandar,0.0,Restan,49.0,6.0,2.0,Selected,normal alto,7.0
Alto,Lateral,5.3741,1.12,1.9449,2.603,2.1033,1.0,Ventaja,Estandar,0.0,Restan,5.0,8.0,2.0,Selected,normal alto,1.0
Alto,Lateral,4.014,1.36,1.9779,2.7549,3.1834,1.0,Ventaja,Estandar,0.0,Restan,42.0,8.0,2.0,Selected,normal alto,6.0
Alto,Lateral,5.1966,1.12,1.6472,2.6752,2.1443,1.0,Ventaja,Estandar,0.0,Restan,18.0,7.0,2.0,Selected,normal alto,3.0
Alto,Lateral,5.2195,1.04,2.6927,2.9236,2.086,1.0,Ventaja,Estandar,0.0,Restan,20.0,7.0,2.0,Selected,normal alto,3.0
Alto,Lateral,5.0417,1.04,2.4619,2.9221,2.3012,1.0,Ventaja,Estandar,0.0,Restan,24.0,7.0,2.0,Selected,normal alto,3.0
Alto,Lateral,5.3973,1.2,3.2143,2.6224,2.0586,1.0,Ventaja,Estandar,0.0,Restan,42.0,7.0,2.0,Selected,normal alto,6.0
Alto,Lateral,4.5106,1.56,1.8761,2.5638,2.9775,1.0,Ventaja,Estandar,0.0,Restan,45.0,7.0,2.0,Selected,normal alto,6.0
Alto,"""T""",5.0204,1.08,3.1888,2.9762,2.495,1.0,Ventaja,Estandar,0.0,Sacan,29.0,1.0,1.0,Selected,normal alto,4.0
Alto,"""T""",4.5052,1.28,3.5648,2.9085,2.7407,1.0,Ventaja,Estandar,0.0,Sacan,71.0,1.0,1.0,Selected,normal alto,9.0
Alto,"""T""",4.6404,1.32,3.2393,2.6205,2.6883,1.0,Ventaja,Estandar,0.0,Sacan,82.0,1.0,1.0,Selected,normal alto,11.0
Alto,"""T""",4.6342,1.2,3.4979,2.9014,2.5354,1.0,Ventaja,Estandar,0.0,Sacan,16.0,1.0,2.0,Selected,normal alto,2.0
Alto,"""T""",5.046,1.12,3.5154,2.4653,2.2281,1.0,Ventaja,Estandar,0.0,Sacan,42.0,2.0,1.0,Selected,normal alto,6.0
Alto,"""T""",3.8209,1.64,3.2158,3.0461,3.8126,1.0,Ventaja,Estandar,0.0,Sacan,64.0,2.0,1.0,Selected,normal alto,8.0
Alto,"""T""",5.2163,1.16,3.2548,2.947,2.445,1.0,Ventaja,Estandar,0.0,Sacan,68.0,2.0,1.0,Selected,normal alto,9.0
Alto,"""T""",5.1835,1.08,3.3646,2.4565,2.0934,1.0,Ventaja,Estandar,0.0,Sacan,4.0,2.0,2.0,Selected,normal alto,1.0
Alto,"""T""",5.138999999999999,1.16,3.2857,3.1762,2.5754,1.0,Ventaja,Estandar,0.0,Sacan,20.0,2.0,2.0,Selected,normal alto,3.0
Alto,"""T""",3.7447999999999997,1.88,3.2435,2.8742,3.9862,1.0,Ventaja,Estandar,0.0,Sacan,22.0,2.0,2.0,Selected,normal alto,3.0
Alto,"""T""",5.0144,1.16,3.1753,2.8059,2.4882,1.0,Ventaja,Estandar,0.0,Sacan,24.0,2.0,2.0,Selected,normal alto,3.0
Alto,"""T""",5.0271,1.16,3.2321,2.5034,2.2458,1.0,Ventaja,Estandar,0.0,Sacan,26.0,2.0,2.0,Selected,normal alto,4.0
Alto,"""T""",5.347200000000001,1.16,3.1661,2.9317,2.4035,1.0,Ventaja,Estandar,0.0,Sacan,42.0,2.0,2.0,Selected,normal alto,6.0
Alto,"""T""",5.290699999999999,1.12,3.3157,2.9387,2.3718,1.0,Ventaja,Estandar,0.0,Sacan,44.0,2.0,2.0,Selected,normal alto,6.0
Alto,"""T""",5.5467,1.12,3.3323,1.8751,1.8605,1.0,Ventaja,Estandar,0.0,Sacan,47.0,3.0,1.0,Selected,normal alto,6.0
Alto,"""T""",5.3224,1.2,3.4621,2.1399,1.9557,1.0,Ventaja,Estandar,0.0,Sacan,19.0,3.0,2.0,Selected,normal alto,3.0
Alto,"""T""",4.785,1.36,2.6462,2.924,2.9528,1.0,Ventaja,Estandar,0.0,Sacan,17.0,4.0,1.0,Selected,normal alto,3.0
Alto,"""T""",5.1614,1.24,2.5809,3.0165,2.6921,1.0,Ventaja,Estandar,0.0,Sacan,21.0,4.0,1.0,Selected,normal alto,3.0
Alto,"""T""",5.2354,1.24,2.858,2.9389,2.6144,1.0,Ventaja,Estandar,0.0,Sacan,57.0,4.0,1.0,Selected,normal alto,8.0
Alto,"""T""",5.7727,1.24,3.0569,2.4666,2.2333,1.0,Ventaja,Estandar,0.0,Sacan,7.0,6.0,1.0,Selected,normal alto,1.0
Alto,"""T""",5.604900000000001,1.04,3.6725,2.9687,1.9879,1.0,Ventaja,Estandar,0.0,Sacan,20.0,6.0,1.0,Selected,normal alto,3.0
Alto,"""T""",5.1749,1.16,2.9721,2.6654,2.1894,1.0,Ventaja,Estandar,0.0,Sacan,58.0,7.0,1.0,Selected,normal alto,8.0
Alto,"""T""",5.005,1.16,3.3891,2.8647,2.4231,1.0,Ventaja,Estandar,0.0,Sacan,49.0,8.0,1.0,Selected,normal alto,7.0
Alto,"""T""",4.983,1.16,3.3739,2.8494,2.4305,1.0,Ventaja,Estandar,0.0,Sacan,56.0,8.0,1.0,Selected,normal alto,7.0
Alto,"""T""",4.1595,1.2,3.5653,3.1917,2.9092,1.0,Ventaja,Estandar,0.0,Sacan,12.0,9.0,1.0,Selected,normal alto,2.0
Alto,"""T""",5.069100000000001,1.08,3.1304,2.4418,2.2512,1.0,Ventaja,Estandar,0.0,Sacan,56.0,9.0,1.0,Selected,normal alto,7.0
Alto,"""T""",3.9691,1.2,3.6607,2.9864,2.9627,1.0,Ventaja,Estandar,0.0,Sacan,11.0,9.0,2.0,Selected,normal alto,2.0
Alto,"""T""",5.282400000000001,1.12,2.9769,2.2088,2.0966,1.0,Ventaja,Estandar,0.0,Sacan,39.0,9.0,2.0,Selected,normal alto,5.0
Alto,"""T""",4.191,1.24,3.4888,2.5866,2.7749,1.0,Ventaja,Estandar,0.0,Sacan,42.0,9.0,2.0,Selected,normal alto,6.0
Alto,"""T""",5.1223,1.08,3.7524,2.8453,2.2802,1.0,Ventaja,Estandar,0.0,Sacan,40.0,2.0,3.0,Selected,normal alto,5.0
Alto,"""T""",4.9595,1.08,2.9818,2.6697,2.2166,1.0,Ventaja,Estandar,0.0,Sacan,43.0,2.0,3.0,Selected,normal alto,6.0
Alto,"""T""",5.3499,1.04,3.1723,3.0243,2.271,1.0,Ventaja,Estandar,0.0,Sacan,52.0,2.0,3.0,Selected,normal alto,7.0
Alto,"""T""",4.9899000000000004,1.24,3.798,2.8959,2.726,1.0,Ventaja,Estandar,0.0,Sacan,27.0,4.0,2.0,Selected,normal alto,4.0
Alto,"""T""",5.0390999999999995,1.2,3.0668,3.0847,2.6992,1.0,Ventaja,Estandar,0.0,Sacan,29.0,4.0,2.0,Selected,normal alto,4.0
Alto,"""T""",5.0694,1.2,4.1628,2.911,2.5978,1.0,Ventaja,Estandar,0.0,Sacan,64.0,4.0,2.0,Selected,normal alto,8.0
Alto,"""T""",4.992699999999999,1.24,4.0288,2.8877,2.631,1.0,Ventaja,Estandar,0.0,Sacan,66.0,4.0,2.0,Selected,normal alto,9.0
Alto,"""T""",5.0665,1.08,3.1055,2.5198,1.9565,1.0,Ventaja,Estandar,0.0,Sacan,7.0,5.0,2.0,Selected,normal alto,1.0
Alto,"""T""",5.095000000000001,1.16,1.895,2.7175,2.1465,1.0,Ventaja,Estandar,0.0,Sacan,72.0,5.0,2.0,Selected,normal alto,9.0
Alto,"""T""",4.9046,1.2,2.7501,3.1918,2.7078,1.0,Ventaja,Estandar,0.0,Sacan,9.0,6.0,2.0,Selected,normal alto,2.0
Alto,"""T""",4.8421,1.16,2.7463,3.2839,2.5695,1.0,Ventaja,Estandar,0.0,Sacan,34.0,6.0,2.0,Selected,normal alto,5.0
Alto,"""T""",5.0451999999999995,1.12,3.0471,3.5549,2.4909,1.0,Ventaja,Estandar,0.0,Sacan,36.0,6.0,2.0,Selected,normal alto,5.0
Alto,"""T""",4.9856,1.16,3.1764,3.2662,2.5502,1.0,Ventaja,Estandar,0.0,Sacan,66.0,6.0,2.0,Selected,normal alto,9.0
Alto,"""T""",5.1273,1.12,2.2619,2.6299,2.2503,1.0,Ventaja,Estandar,0.0,Sacan,35.0,8.0,2.0,Selected,normal alto,5.0
Alto,"""T""",5.133100000000001,1.0,3.0339,2.9822,2.3089,1.0,Ventaja,Estandar,0.0,Restan,53.0,1.0,1.0,Selected,normal alto,7.0
Alto,"""T""",5.212899999999999,1.2,3.3956,2.9449,2.5168,1.0,Ventaja,Estandar,0.0,Restan,5.0,2.0,1.0,Selected,normal alto,1.0
Alto,"""T""",5.344799999999999,1.16,3.0606,3.2325,2.5063,1.0,Ventaja,Estandar,0.0,Restan,40.0,2.0,2.0,Selected,normal alto,5.0
Alto,"""T""",5.3011,1.04,3.3852,2.7078,2.0608,1.0,Ventaja,Estandar,0.0,Restan,46.0,2.0,2.0,Selected,normal alto,6.0
Alto,"""T""",5.1278,1.16,3.2213,2.021,2.1384,1.0,Ventaja,Estandar,0.0,Restan,18.0,3.0,1.0,Selected,normal alto,3.0
Alto,"""T""",5.0055,1.16,3.61,2.9074,2.4394,1.0,Ventaja,Estandar,0.0,Restan,22.0,3.0,2.0,Selected,normal alto,3.0
Alto,"""T""",4.6457999999999995,1.36,2.5858,2.9608,2.9992,1.0,Ventaja,Estandar,0.0,Restan,19.0,4.0,1.0,Selected,normal alto,3.0
Alto,"""T""",5.2405,1.2,3.1519,2.3876,2.1746,1.0,Ventaja,Estandar,0.0,Restan,53.0,7.0,1.0,Selected,normal alto,7.0
Alto,"""T""",5.1702,1.16,2.9098,2.5945,2.201,1.0,Ventaja,Estandar,0.0,Restan,66.0,7.0,1.0,Selected,normal alto,9.0
Alto,"""T""",4.9889,1.2,3.5046,2.7859,2.4437,1.0,Ventaja,Estandar,0.0,Restan,15.0,8.0,1.0,Selected,normal alto,2.0
Alto,"""T""",4.9864,1.16,3.4036,2.8935,2.4209,1.0,Ventaja,Estandar,0.0,Restan,17.0,8.0,1.0,Selected,normal alto,3.0
Alto,"""T""",5.0523,1.2,3.4057,2.9261,2.4539,1.0,Ventaja,Estandar,0.0,Restan,19.0,8.0,1.0,Selected,normal alto,3.0
Alto,"""T""",5.0079,1.08,3.2254,3.0526,2.3934,1.0,Ventaja,Estandar,0.0,Restan,51.0,8.0,1.0,Selected,normal alto,7.0
Alto,"""T""",4.9875,1.16,3.3467,2.809,2.4294,1.0,Ventaja,Estandar,0.0,Restan,54.0,8.0,1.0,Selected,normal alto,7.0
Alto,"""T""",4.1297,1.2,3.5952,3.0731,2.9354,1.0,Ventaja,Estandar,0.0,Restan,18.0,9.0,1.0,Selected,normal alto,3.0
Alto,"""T""",3.6635999999999997,1.12,3.704,3.6074,3.2256,1.0,Ventaja,Estandar,0.0,Restan,4.0,9.0,2.0,Selected,normal alto,1.0
Alto,"""T""",3.1841999999999997,1.36,3.6967,3.5816,3.8501,1.0,Ventaja,Estandar,0.0,Restan,6.0,9.0,2.0,Selected,normal alto,1.0
Alto,"""T""",3.8776,1.32,3.5239,3.0467,3.1853,1.0,Ventaja,Estandar,0.0,Restan,81.0,9.0,2.0,Selected,normal alto,11.0
Alto,"""T""",3.7037000000000004,1.24,3.587,3.445,3.3174,1.0,Ventaja,Estandar,0.0,Restan,84.0,9.0,2.0,Selected,normal alto,11.0
Alto,"""T""",3.9697999999999993,1.64,3.7079,2.8816,3.6267,1.0,Ventaja,Estandar,0.0,Restan,17.0,2.0,3.0,Selected,normal alto,3.0
Alto,"""T""",5.504099999999999,1.12,3.024,2.7189,2.2183,1.0,Ventaja,Estandar,0.0,Restan,20.0,2.0,3.0,Selected,normal alto,3.0
Alto,"""T""",5.1922,1.16,4.7821,3.0346,2.4736,1.0,Ventaja,Estandar,0.0,Restan,46.0,2.0,3.0,Selected,normal alto,6.0
Alto,"""T""",5.3543,1.12,3.3535,2.6985,2.311,1.0,Ventaja,Estandar,0.0,Restan,48.0,2.0,3.0,Selected,normal alto,6.0
Alto,"""T""",5.2103,1.2,4.1731,2.9968,2.5258,1.0,Ventaja,Estandar,0.0,Restan,70.0,4.0,2.0,Selected,normal alto,9.0
Alto,"""T""",5.023999999999999,1.28,3.3726,2.8945,2.6838,1.0,Ventaja,Estandar,0.0,Restan,95.0,4.0,2.0,Selected,normal alto,12.0
Alto,"""T""",5.719099999999999,1.2,3.2491,2.4939,2.1632,1.0,Ventaja,Estandar,0.0,Restan,13.0,6.0,2.0,Selected,normal alto,2.0
Alto,"""T""",4.848,1.24,2.9369,2.8192,2.5385,1.0,Ventaja,Estandar,0.0,Restan,3.0,8.0,2.0,Selected,normal alto,1.0
Alto,"""T""",5.2657,1.16,2.6073,2.7716,2.2107,1.0,Ventaja,Estandar,0.0,Restan,33.0,8.0,2.0,Selected,normal alto,5.0
Alto,"""T""",5.0441,1.16,1.7038,2.4701,2.3313,1.0,Ventaja,Estandar,0.0,Restan,37.0,8.0,2.0,Selected,normal alto,5.0
Bajo,Lateral,5.398300000000001,1.32,4.0799,2.4301,2.1667,1.0,Ventaja,Estandar,0.0,,33.0,14.0,2.0,Selected,normal bajo,5.0
Bajo,Lateral,5.5936,1.12,3.8806,2.5465,2.1273,1.0,Ventaja,Estandar,0.0,Sacan,1.0,10.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,4.727,1.52,4.2865,2.1397,2.7374,1.0,Ventaja,Estandar,0.0,Sacan,3.0,10.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,5.1836,1.16,3.3704,2.561,2.3262,1.0,Ventaja,Estandar,0.0,Sacan,46.0,10.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,4.7988,1.4,3.399,2.3639,2.3992,1.0,Ventaja,Estandar,0.0,Sacan,13.0,10.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,4.7164,1.32,3.2901,2.4946,2.4817,1.0,Ventaja,Estandar,0.0,Sacan,15.0,10.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,4.4227,1.32,3.5242,2.5079,2.7062,1.0,Ventaja,Estandar,0.0,Sacan,17.0,10.0,2.0,Selected,normal bajo,3.0
Bajo,Lateral,5.9595,1.0,3.3649,2.6169,2.161,1.0,Ventaja,Estandar,0.0,Sacan,23.0,10.0,2.0,Selected,normal bajo,3.0
Bajo,Lateral,4.3688,1.56,3.5887,2.945,3.5856,1.0,Ventaja,Estandar,0.0,Sacan,26.0,10.0,2.0,Selected,normal bajo,4.0
Bajo,Lateral,5.0192,1.32,3.0453,1.8862,2.1189,1.0,Ventaja,Estandar,0.0,Sacan,43.0,10.0,2.0,Selected,normal bajo,6.0
Bajo,Lateral,4.6225,1.8,3.0625,1.707,2.6906,1.0,Ventaja,Estandar,0.0,Sacan,49.0,10.0,2.0,Selected,normal bajo,7.0
Bajo,Lateral,5.0947,1.96,2.9546,2.1295,3.0405,1.0,Ventaja,Estandar,0.0,Sacan,55.0,10.0,2.0,Selected,normal bajo,7.0
Bajo,Lateral,4.6511,1.44,3.8812,2.7882,3.2911,1.0,Ventaja,Estandar,0.0,Sacan,58.0,10.0,2.0,Selected,normal bajo,8.0
Bajo,Lateral,3.9810999999999996,1.52,4.0559,2.9585,3.5751,1.0,Ventaja,Estandar,0.0,Sacan,19.0,11.0,2.0,Selected,normal bajo,3.0
Bajo,Lateral,5.3893,1.28,2.6631,1.801,1.8701,1.0,Ventaja,Estandar,0.0,Sacan,44.0,11.0,2.0,Selected,normal bajo,6.0
Bajo,Lateral,7.9741,1.6,3.5697,1.1233,0.9184,1.0,Ventaja,Estandar,0.0,Sacan,4.0,12.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,8.0503,1.48,3.9444,0.9687,0.6997,1.0,Ventaja,Estandar,0.0,Sacan,7.0,12.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,6.3643,1.24,3.8178,2.484,2.2807,1.0,Ventaja,Estandar,0.0,Sacan,10.0,12.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,3.8856,1.68,4.2768,3.2629,3.7601,1.0,Ventaja,Estandar,0.0,Sacan,15.0,12.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,6.354800000000001,1.52,3.5327,1.8952,1.9604,1.0,Ventaja,Estandar,0.0,Sacan,24.0,12.0,1.0,Selected,normal bajo,3.0
Bajo,Lateral,6.128799999999998,1.36,3.356,2.213,2.3228,1.0,Ventaja,Estandar,0.0,Sacan,32.0,12.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,5.612399999999999,1.48,3.9502,2.7886,3.295,1.0,Ventaja,Estandar,0.0,Sacan,35.0,12.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,7.6906,1.56,3.8976,1.3358,0.8691,1.0,Ventaja,Estandar,0.0,Sacan,37.0,12.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,8.0647,1.76,3.7014,0.7983,0.9209,1.0,Ventaja,Estandar,0.0,Sacan,42.0,12.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,5.3369,1.24,4.6719,2.339,2.4034,1.0,Ventaja,Estandar,0.0,Sacan,45.0,12.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,5.9466,1.28,4.8109,2.4874,2.2209,1.0,Ventaja,Estandar,0.0,Sacan,48.0,12.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,5.835800000000001,1.44,3.5976,2.2066,2.4311,1.0,Ventaja,Estandar,0.0,Sacan,54.0,12.0,1.0,Selected,normal bajo,7.0
Bajo,Lateral,7.12,1.44,3.7121,0.8284,0.8829,1.0,Ventaja,Estandar,0.0,Sacan,58.0,12.0,1.0,Selected,normal bajo,8.0
Bajo,Lateral,7.651,1.56,3.7366,0.8497,0.8218,1.0,Ventaja,Estandar,0.0,Sacan,61.0,12.0,1.0,Selected,normal bajo,8.0
Bajo,Lateral,7.2301,1.28,4.3674,1.6478,1.413,1.0,Ventaja,Estandar,0.0,Sacan,74.0,12.0,1.0,Selected,normal bajo,10.0
Bajo,Lateral,6.060600000000001,1.32,4.6316,2.5259,2.1932,1.0,Ventaja,Estandar,0.0,Sacan,77.0,12.0,1.0,Selected,normal bajo,10.0
Bajo,Lateral,8.0407,2.0,3.4767,1.1882,1.1014,1.0,Ventaja,Estandar,0.0,Sacan,84.0,12.0,1.0,Selected,normal bajo,11.0
Bajo,Lateral,8.0083,1.44,3.5153,0.7753,0.7019,1.0,Ventaja,Estandar,0.0,Sacan,86.0,12.0,1.0,Selected,normal bajo,11.0
Bajo,Lateral,6.1711,1.28,3.3221,1.972,1.5589,1.0,Ventaja,Estandar,0.0,Sacan,6.0,12.0,2.0,Selected,normal bajo,1.0
Bajo,Lateral,6.2463,1.96,3.7166,0.9824,1.4528,1.0,Ventaja,Estandar,0.0,Sacan,8.0,12.0,2.0,Selected,normal bajo,1.0
Bajo,Lateral,8.0774,1.76,3.8078,1.0076,0.6797,1.0,Ventaja,Estandar,0.0,Sacan,11.0,12.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,8.292300000000001,1.4,3.4386,1.0798,0.7842,1.0,Ventaja,Estandar,0.0,Sacan,18.0,12.0,2.0,Selected,normal bajo,3.0
Bajo,Lateral,5.8213,1.12,3.3849,2.4896,1.9197,1.0,Ventaja,Estandar,0.0,Sacan,22.0,12.0,2.0,Selected,normal bajo,3.0
Bajo,Lateral,8.137699999999999,1.68,3.457,0.8458,0.9193,1.0,Ventaja,Estandar,0.0,Sacan,36.0,12.0,2.0,Selected,normal bajo,5.0
Bajo,Lateral,8.1841,1.6,3.6703,0.8284,0.6237,1.0,Ventaja,Estandar,0.0,Sacan,49.0,12.0,2.0,Selected,normal bajo,7.0
Bajo,Lateral,8.385000000000002,1.4,3.4471,1.1263,0.8552,1.0,Ventaja,Estandar,0.0,Sacan,54.0,12.0,2.0,Selected,normal bajo,7.0
Bajo,Lateral,5.885,1.2,3.5808,2.4438,2.1888,1.0,Ventaja,Estandar,0.0,Sacan,58.0,12.0,2.0,Selected,normal bajo,8.0
Bajo,Lateral,6.1107,1.12,3.3479,2.4861,2.0114,1.0,Ventaja,Estandar,0.0,Sacan,60.0,12.0,2.0,Selected,normal bajo,8.0
Bajo,Lateral,8.388300000000001,1.68,3.5709,1.5708,0.873,1.0,Ventaja,Estandar,0.0,Sacan,66.0,12.0,2.0,Selected,normal bajo,9.0
Bajo,Lateral,6.1528,1.08,3.3042,1.5218,1.336,1.0,Ventaja,Estandar,0.0,Sacan,2.0,13.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,6.5637,1.32,3.6376,1.6929,1.4567,1.0,Ventaja,Estandar,0.0,Sacan,6.0,13.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,6.927199999999999,2.08,3.9737,2.1,3.0451,1.0,Ventaja,Estandar,0.0,Sacan,8.0,13.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,7.9162,1.52,3.3454,2.0429,2.0861,1.0,Ventaja,Estandar,0.0,Sacan,10.0,13.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,6.9823,1.44,2.5661,1.9109,1.3536,1.0,Ventaja,Estandar,0.0,Sacan,12.0,13.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,5.7996,1.48,3.1935,1.8183,1.9183,1.0,Ventaja,Estandar,0.0,Sacan,15.0,13.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,6.2763,1.36,3.8571,1.5135,1.3917,1.0,Ventaja,Estandar,0.0,Sacan,27.0,13.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,6.8613,1.16,3.8362,1.4201,1.1882,1.0,Ventaja,Estandar,0.0,Sacan,35.0,13.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,8.159199999999998,1.4,3.3347,1.3292,1.2711,1.0,Ventaja,Estandar,0.0,Sacan,40.0,13.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,6.8093,1.52,3.1461,1.5207,1.8483,1.0,Ventaja,Estandar,0.0,Sacan,49.0,13.0,1.0,Selected,normal bajo,7.0
